Location,Price,Area,BHK,City,Bathroom,Price_per_Sqft
Andheri,13500000.0,768.0,2,Mumbai,2.0,17578.125
Andheri,40000000.0,1400.0,3,Mumbai,3.0,28571.428571428572
Andheri,60584900.0,2215.0,4,Mumbai,5.0,27352.0993227991
Andheri,14000000.0,680.0,2,Mumbai,2.0,20588.235294117647
Andheri,11800000.0,640.0,1,Mumbai,2.0,18437.5
Andheri,14000000.0,680.0,2,Mumbai,2.0,20588.235294117647
Andheri,11800000.0,640.0,1,Mumbai,2.0,18437.5
Andheri,22000000.0,1240.0,3,Mumbai,2.0,17741.935483870966
Andheri,18600000.0,1030.0,2,Mumbai,2.0,18058.252427184467
Andheri,24500000.0,1377.0,3,Mumbai,2.0,17792.302106027597
Andheri,19900000.0,647.0,2,Mumbai,2.0,30757.341576506955
Andheri,9500000.0,420.0,1,Mumbai,2.0,22619.04761904762
Andheri,23500000.0,877.0,2,Mumbai,2.0,26795.895096921322
Andheri,12800000.0,728.0,1,Mumbai,2.0,17582.417582417584
Andheri,21001200.0,1134.0,2,Mumbai,2.0,18519.57671957672
Andheri,22500000.0,959.0,2,Mumbai,2.0,23461.939520333683
Andheri,11600000.0,459.0,1,Mumbai,2.0,25272.331154684096
Andheri,19300000.0,1050.0,2,Mumbai,2.0,18380.95238095238
Andheri,31800000.0,1328.0,3,Mumbai,3.0,23945.78313253012
Andheri,20000000.0,872.0,2,Mumbai,2.0,22935.77981651376
Andheri,21400000.0,926.0,2,Mumbai,2.0,23110.15118790497
Andheri,43200000.0,1771.0,4,Mumbai,3.0,24392.998306041784
Andheri,43900000.0,1632.0,4,Mumbai,3.0,26899.50980392157
Andheri,21700000.0,871.0,2,Mumbai,2.0,24913.89207807118
Andheri,24000000.0,885.0,2,Mumbai,2.0,27118.64406779661
Andheri,29200000.0,1229.0,3,Mumbai,3.0,23759.153783563874
Andheri,29700000.0,1169.0,3,Mumbai,3.0,25406.330196749357
Andheri,33200000.0,1328.0,3,Mumbai,3.0,25000.0
Andheri,21700000.0,871.0,2,Mumbai,2.0,24913.89207807118
Andheri,24000000.0,885.0,2,Mumbai,2.0,27118.64406779661
Andheri,29200000.0,1229.0,3,Mumbai,3.0,23759.153783563874
Andheri,29700000.0,1169.0,3,Mumbai,3.0,25406.330196749357
Andheri,33200000.0,1328.0,3,Mumbai,3.0,25000.0
Andheri,13500000.0,501.0,1,Mumbai,2.0,26946.107784431137
Andheri,14100000.0,546.0,1,Mumbai,2.0,25824.175824175825
Andheri,20000000.0,700.0,2,Mumbai,2.0,28571.428571428572
Andheri,21600000.0,736.0,2,Mumbai,2.0,29347.82608695652
Andheri,30000000.0,1035.0,3,Mumbai,3.0,28985.507246376812
Andheri,11000000.0,532.0,1,Mumbai,1.0,20676.69172932331
Andheri,11000000.0,532.0,1,Mumbai,1.0,20676.69172932331
Andheri,11000000.0,532.0,1,Mumbai,1.0,20676.69172932331
Andheri,9200000.0,450.0,1,Mumbai,2.0,20444.444444444445
Andheri,32500000.0,1250.0,3,Mumbai,3.0,26000.0
Andheri,34000000.0,1150.0,3,Mumbai,3.0,29565.217391304348
Andheri,34000000.0,1150.0,3,Mumbai,3.0,29565.217391304348
Andheri,12500000.0,575.0,1,Mumbai,2.0,21739.130434782608
Andheri,21600000.0,799.0,2,Mumbai,2.0,27033.792240300376
Andheri,11600000.0,528.0,1,Mumbai,1.0,21969.696969696968
Andheri,12600000.0,564.0,1,Mumbai,1.0,22340.425531914894
Andheri,16900000.0,667.0,2,Mumbai,2.0,25337.331334332834
Andheri,15600000.0,673.0,2,Mumbai,2.0,23179.791976225853
Andheri,22000000.0,799.0,2,Mumbai,2.0,27534.41802252816
Andheri,32000000.0,1013.0,3,Mumbai,3.0,31589.3385982231
Andheri,18100000.0,718.0,2,Mumbai,2.0,25208.91364902507
Andheri,24800000.0,718.0,2,Mumbai,2.0,34540.38997214485
Andheri,31000000.0,968.0,3,Mumbai,3.0,32024.793388429753
Andheri,14900000.0,529.0,1,Mumbai,2.0,28166.351606805292
Andheri,21800000.0,748.0,2,Mumbai,2.0,29144.385026737968
Andheri,17500000.0,717.0,2,Mumbai,2.0,24407.252440725246
Andheri,21500000.0,799.0,2,Mumbai,2.0,26908.63579474343
Andheri,18000000.0,717.0,2,Mumbai,2.0,25104.602510460252
Andheri,31000000.0,1035.0,3,Mumbai,3.0,29951.690821256037
Andheri,23000000.0,785.0,2,Mumbai,2.0,29299.36305732484
Andheri,42000000.0,1336.0,3,Mumbai,3.0,31437.125748502993
Andheri,23000000.0,785.0,2,Mumbai,2.0,29299.36305732484
Andheri,42000000.0,1336.0,3,Mumbai,3.0,31437.125748502993
Andheri,67000000.0,2069.0,4,Mumbai,4.0,32382.79362010633
Andheri,12000000.0,565.0,1,Mumbai,2.0,21238.938053097347
Andheri,13500000.0,573.0,1,Mumbai,2.0,23560.20942408377
Andheri,24600000.0,994.0,3,Mumbai,3.0,24748.490945674042
Andheri,11900000.0,574.0,1,Mumbai,2.0,20731.70731707317
Andheri,9600000.0,518.0,1,Mumbai,2.0,18532.818532818532
Andheri,10000000.0,518.0,1,Mumbai,2.0,19305.019305019305
Andheri,15200000.0,727.0,2,Mumbai,2.0,20907.840440165062
Andheri,13100000.0,671.0,2,Mumbai,2.0,19523.099850968705
Andheri,28900000.0,923.0,3,Mumbai,3.0,31310.942578548213
Andheri,20200000.0,826.0,2,Mumbai,2.0,24455.205811138014
Andheri,28600000.0,1300.0,3,Mumbai,3.0,22000.0
Andheri,20200000.0,1000.0,2,Mumbai,2.0,20200.0
Andheri,25400000.0,1300.0,3,Mumbai,3.0,19538.46153846154
Andheri,24000000.0,893.0,2,Mumbai,2.0,26875.699888017916
Andheri,25555555.0,1000.0,2,Mumbai,2.0,25555.555
Andheri,27000000.0,800.0,2,Mumbai,2.0,33750.0
Andheri,75000000.0,2400.0,4,Mumbai,4.0,31250.0
Andheri,36500000.0,2200.0,3,Mumbai,2.0,16590.909090909092
Andheri,18000000.0,540.0,2,Mumbai,2.0,33333.333333333336
Andheri,17500000.0,1035.0,2,Mumbai,2.0,16908.212560386473
Andheri,18000000.0,540.0,2,Mumbai,2.0,33333.333333333336
Andheri,65000000.0,1950.0,3,Mumbai,3.0,33333.333333333336
Andheri,52500000.0,1650.0,3,Mumbai,3.0,31818.18181818182
Andheri,36500000.0,2200.0,3,Mumbai,2.0,16590.909090909092
Andheri,9800000.0,522.0,1,Mumbai,2.0,18773.946360153255
Andheri,17000000.0,550.0,1,Mumbai,1.0,30909.090909090908
Andheri,40000000.0,1450.0,2,Mumbai,2.0,27586.206896551725
Andheri,50000000.0,1650.0,2,Mumbai,2.0,30303.030303030304
Andheri,36000000.0,1456.0,3,Mumbai,4.0,24725.274725274725
Andheri,51000000.0,1900.0,3,Mumbai,3.0,26842.105263157893
Andheri,21500000.0,1264.0,2,Mumbai,2.0,17009.493670886077
Andheri,19000000.0,787.0,2,Mumbai,2.0,24142.312579415502
Andheri,22000000.0,950.0,2,Mumbai,2.0,23157.894736842107
Andheri,23000000.0,950.0,2,Mumbai,2.0,24210.526315789473
Andheri,13600000.0,720.0,2,Mumbai,2.0,18888.88888888889
Andheri,13600000.0,720.0,2,Mumbai,2.0,18888.88888888889
Andheri,22000000.0,950.0,2,Mumbai,2.0,23157.894736842107
Andheri,13600000.0,720.0,2,Mumbai,2.0,18888.88888888889
Andheri,35000000.0,1400.0,3,Mumbai,3.0,25000.0
Andheri,20000000.0,1050.0,2,Mumbai,2.0,19047.619047619046
Andheri,8900000.0,490.0,2,Mumbai,2.0,18163.26530612245
Andheri,11500000.0,558.0,2,Mumbai,2.0,20609.318996415772
Andheri,27300000.0,1050.0,2,Mumbai,2.0,26000.0
Andheri,21000000.0,700.0,2,Mumbai,2.0,30000.0
Andheri,21000000.0,700.0,2,Mumbai,2.0,30000.0
Andheri,20000000.0,695.0,2,Mumbai,2.0,28776.978417266186
Andheri,21000000.0,1050.0,2,Mumbai,2.0,20000.0
Andheri,20000000.0,1050.0,2,Mumbai,2.0,19047.619047619046
Andheri,21500000.0,1200.0,2,Mumbai,2.0,17916.666666666668
Andheri,27600000.0,1400.0,3,Mumbai,3.0,19714.285714285714
Andheri,42500000.0,1590.0,4,Mumbai,3.0,26729.559748427673
Andheri,19000000.0,1039.0,2,Mumbai,2.0,18286.814244465833
Andheri,20000000.0,715.0,1,Mumbai,1.0,27972.027972027972
Andheri,20000000.0,1150.0,2,Mumbai,2.0,17391.304347826088
Andheri,33500000.0,1105.0,2,Mumbai,2.0,30316.742081447963
Andheri,26500000.0,924.0,2,Mumbai,2.0,28679.65367965368
Andheri,32500000.0,1265.0,3,Mumbai,3.0,25691.699604743084
Andheri,69000000.0,2152.0,3,Mumbai,2.0,32063.197026022306
Andheri,14500000.0,459.0,1,Mumbai,2.0,31590.41394335512
Andheri,11900000.0,435.0,1,Mumbai,2.0,27356.32183908046
Andheri,18500000.0,713.0,2,Mumbai,3.0,25946.704067321178
Andheri,14000000.0,467.0,1,Mumbai,2.0,29978.586723768738
Andheri,20400000.0,702.0,2,Mumbai,2.0,29059.82905982906
Andheri,21500000.0,727.0,2,Mumbai,2.0,29573.59009628611
Andheri,22000000.0,1015.0,2,Mumbai,2.0,21674.87684729064
Andheri,31625000.0,897.0,3,Mumbai,2.0,35256.41025641026
Andheri,36500000.0,1500.0,3,Mumbai,3.0,24333.333333333332
Andheri,120000000.0,4000.0,6,Mumbai,6.0,30000.0
Andheri,12500000.0,650.0,1,Mumbai,2.0,19230.76923076923
Andheri,120000000.0,4000.0,6,Mumbai,6.0,30000.0
Andheri,12500000.0,650.0,1,Mumbai,2.0,19230.76923076923
Andheri,34000000.0,1800.0,3,Mumbai,4.0,18888.88888888889
Andheri,17500000.0,1040.0,2,Mumbai,2.0,16826.923076923078
Andheri,24000000.0,1360.0,3,Mumbai,3.0,17647.058823529413
Andheri,19000000.0,970.0,2,Mumbai,2.0,19587.628865979383
Andheri,21000000.0,1200.0,2,Mumbai,2.0,17500.0
Andheri,21000000.0,1200.0,2,Mumbai,2.0,17500.0
Andheri,7500000.0,380.0,1,Mumbai,1.0,19736.842105263157
Andheri,20500000.0,850.0,2,Mumbai,2.0,24117.647058823528
Andheri,20500000.0,850.0,2,Mumbai,2.0,24117.647058823528
Andheri,22500000.0,850.0,2,Mumbai,2.0,26470.58823529412
Andheri,37700000.0,1525.0,2,Mumbai,2.0,24721.311475409835
Andheri,44000000.0,2145.0,3,Mumbai,3.0,20512.82051282051
Andheri,31500000.0,1205.0,3,Mumbai,3.0,26141.078838174275
Andheri,25000000.0,800.0,2,Mumbai,2.0,31250.0
Andheri,20800000.0,1250.0,3,Mumbai,3.0,16640.0
Andheri,13500000.0,720.0,1,Mumbai,2.0,18750.0
Andheri,25000000.0,800.0,2,Mumbai,2.0,31250.0
Andheri,9500000.0,527.0,1,Mumbai,2.0,18026.565464895637
Andheri,9500000.0,527.0,1,Mumbai,2.0,18026.565464895637
Andheri,21852900.0,1038.0,3,Mumbai,4.0,21052.890173410404
Andheri,22000000.0,750.0,2,Mumbai,2.0,29333.333333333332
Andheri,12700000.0,500.0,1,Mumbai,2.0,25400.0
Andheri,16500000.0,600.0,2,Mumbai,2.0,27500.0
Andheri,28500000.0,1124.0,3,Mumbai,3.0,25355.871886120996
Andheri,39000000.0,1576.0,3,Mumbai,2.0,24746.192893401014
Andheri,16000000.0,685.0,2,Mumbai,2.0,23357.66423357664
Andheri,29000000.0,986.0,2,Mumbai,2.0,29411.764705882353
Andheri,12800000.0,688.0,1,Mumbai,2.0,18604.6511627907
Andheri,77000000.0,2200.0,4,Mumbai,4.0,35000.0
Andheri,17500000.0,750.0,2,Mumbai,2.0,23333.333333333332
Andheri,19345200.0,1074.0,2,Mumbai,2.0,18012.290502793297
Andheri,11500000.0,600.0,1,Mumbai,2.0,19166.666666666668
Andheri,67500000.0,1970.0,3,Mumbai,4.0,34263.95939086295
Andheri,13000000.0,600.0,1,Mumbai,1.0,21666.666666666668
Andheri,43000000.0,1295.0,3,Mumbai,2.0,33204.6332046332
Andheri,20000000.0,915.0,2,Mumbai,2.0,21857.92349726776
Andheri,22000000.0,755.0,2,Mumbai,2.0,29139.07284768212
Andheri,34900000.0,1200.0,2,Mumbai,2.0,29083.333333333332
Andheri,41000000.0,1350.0,3,Mumbai,3.0,30370.37037037037
Andheri,110000000.0,3600.0,5,Mumbai,6.0,30555.555555555555
Andheri,54000000.0,1800.0,3,Mumbai,3.0,30000.0
Andheri,30000000.0,1800.0,3,Mumbai,3.0,16666.666666666668
Andheri,11700000.0,550.0,1,Mumbai,2.0,21272.727272727272
Andheri,11700000.0,550.0,1,Mumbai,2.0,21272.727272727272
Andheri,16500000.0,650.0,2,Mumbai,1.0,25384.615384615383
Andheri,19800000.0,1200.0,2,Mumbai,2.0,16500.0
Andheri,20200000.0,1128.0,2,Mumbai,2.0,17907.801418439718
Andheri,28000000.0,850.0,2,Mumbai,2.0,32941.17647058824
Andheri,70000000.0,2100.0,4,Mumbai,5.0,33333.333333333336
Andheri,18500000.0,750.0,2,Mumbai,2.0,24666.666666666668
Andheri,24500000.0,1200.0,2,Mumbai,2.0,20416.666666666668
Andheri,31500000.0,1650.0,3,Mumbai,3.0,19090.909090909092
Andheri,12500000.0,650.0,2,Mumbai,1.0,19230.76923076923
Andheri,15300000.0,546.0,2,Mumbai,2.0,28021.978021978022
Andheri,19200000.0,620.0,2,Mumbai,2.0,30967.74193548387
Andheri,19800000.0,705.0,2,Mumbai,2.0,28085.106382978724
Andheri,25800000.0,920.0,2,Mumbai,2.0,28043.478260869564
Andheri,12500000.0,450.0,1,Mumbai,1.0,27777.777777777777
Andheri,36000000.0,1000.0,2,Mumbai,2.0,36000.0
Andheri,29000000.0,1000.0,2,Mumbai,2.0,29000.0
Andheri,45000000.0,1650.0,3,Mumbai,3.0,27272.727272727272
Andheri,15300000.0,546.0,2,Mumbai,2.0,28021.978021978022
Andheri,19200000.0,620.0,2,Mumbai,2.0,30967.74193548387
Andheri,19800000.0,705.0,2,Mumbai,2.0,28085.106382978724
Andheri,32500000.0,1200.0,3,Mumbai,2.0,27083.333333333332
Andheri,8500000.0,500.0,1,Mumbai,2.0,17000.0
Andheri,9000000.0,450.0,1,Mumbai,1.0,20000.0
Andheri,31000000.0,1350.0,3,Mumbai,3.0,22962.962962962964
Andheri,19400000.0,812.0,2,Mumbai,2.0,23891.625615763547
Andheri,31500000.0,1125.0,3,Mumbai,3.0,28000.0
Andheri,17800000.0,1050.0,2,Mumbai,2.0,16952.380952380954
Andheri,50000000.0,2000.0,3,Mumbai,3.0,25000.0
Andheri,33000000.0,1800.0,3,Mumbai,3.0,18333.333333333332
Andheri,36500000.0,1300.0,3,Mumbai,3.0,28076.923076923078
Andheri,10200000.0,550.0,1,Mumbai,1.0,18545.454545454544
Andheri,10500000.0,500.0,1,Mumbai,2.0,21000.0
Andheri,16000000.0,667.0,2,Mumbai,2.0,23988.0059970015
Andheri,12000000.0,450.0,1,Mumbai,1.0,26666.666666666668
Andheri,23000000.0,965.0,2,Mumbai,2.0,23834.19689119171
Andheri,28500000.0,965.0,2,Mumbai,2.0,29533.678756476686
Andheri,23500000.0,940.0,2,Mumbai,2.0,25000.0
Andheri,13800000.0,566.0,1,Mumbai,2.0,24381.625441696113
Andheri,20000000.0,765.0,2,Mumbai,2.0,26143.7908496732
Andheri,10700000.0,578.0,1,Mumbai,2.0,18512.110726643597
Andheri,14000000.0,698.0,2,Mumbai,2.0,20057.30659025788
Andheri,12800000.0,528.0,1,Mumbai,2.0,24242.424242424244
Andheri,13000000.0,564.0,1,Mumbai,2.0,23049.64539007092
Andheri,27500000.0,985.0,2,Mumbai,2.0,27918.781725888326
Andheri,12000000.0,450.0,1,Mumbai,1.0,26666.666666666668
Andheri,23000000.0,965.0,2,Mumbai,2.0,23834.19689119171
Andheri,28500000.0,965.0,2,Mumbai,2.0,29533.678756476686
Andheri,23500000.0,940.0,2,Mumbai,2.0,25000.0
Andheri,13800000.0,566.0,1,Mumbai,2.0,24381.625441696113
Andheri,20000000.0,765.0,2,Mumbai,2.0,26143.7908496732
Andheri,10700000.0,578.0,1,Mumbai,2.0,18512.110726643597
Andheri,14000000.0,698.0,2,Mumbai,2.0,20057.30659025788
Andheri,26656900.0,1235.0,3,Mumbai,3.0,21584.534412955465
Andheri,26300000.0,718.0,2,Mumbai,2.0,36629.526462395545
Andheri,25900000.0,718.0,2,Mumbai,2.0,36072.42339832869
Andheri,34900000.0,968.0,3,Mumbai,3.0,36053.71900826446
Andheri,35400000.0,968.0,3,Mumbai,3.0,36570.2479338843
Andheri,8500000.0,464.0,1,Mumbai,2.0,18318.96551724138
Andheri,8850000.0,464.0,1,Mumbai,2.0,19073.275862068964
Andheri,14700000.0,703.0,2,Mumbai,2.0,20910.384068278807
Andheri,34900000.0,1253.0,3,Mumbai,2.0,27853.152434158023
Andheri,15000000.0,703.0,2,Mumbai,2.0,21337.126600284497
Andheri,16305200.0,698.0,2,Mumbai,2.0,23359.885386819486
Andheri,18000000.0,825.0,2,Mumbai,2.0,21818.18181818182
Andheri,29500000.0,1100.0,3,Mumbai,3.0,26818.18181818182
Andheri,29500000.0,1100.0,3,Mumbai,3.0,26818.18181818182
Andheri,26200000.0,1000.0,3,Mumbai,3.0,26200.0
Andheri,15300000.0,750.0,1,Mumbai,2.0,20400.0
Andheri,22000000.0,1000.0,2,Mumbai,2.0,22000.0
Andheri,18100000.0,718.0,2,Mumbai,2.0,25208.91364902507
Andheri,67500000.0,1950.0,3,Mumbai,4.0,34615.38461538462
Andheri,30800000.0,1200.0,3,Mumbai,4.0,25666.666666666668
Andheri,37200000.0,1180.0,3,Mumbai,3.0,31525.42372881356
Andheri,82481296.0,2745.0,4,Mumbai,3.0,30047.830965391622
Andheri,17100000.0,854.0,2,Mumbai,2.0,20023.41920374707
Andheri,17500000.0,507.0,1,Mumbai,2.0,34516.76528599606
Andheri,39200000.0,1557.0,4,Mumbai,4.0,25176.621708413615
Andheri,20000000.0,874.0,2,Mumbai,2.0,22883.29519450801
Andheri,20000000.0,874.0,2,Mumbai,2.0,22883.29519450801
Andheri,26500000.0,900.0,2,Mumbai,2.0,29444.444444444445
Andheri,15000000.0,853.0,1,Mumbai,1.0,17584.99413833529
Andheri,26000000.0,950.0,2,Mumbai,2.0,27368.42105263158
Andheri,26000000.0,900.0,2,Mumbai,2.0,28888.88888888889
Andheri,38000000.0,1182.0,3,Mumbai,3.0,32148.90016920474
Andheri,14000000.0,636.0,2,Mumbai,2.0,22012.578616352203
Andheri,18000000.0,654.0,2,Mumbai,2.0,27522.935779816515
Andheri,24000000.0,742.0,2,Mumbai,2.0,32345.01347708895
Andheri,16900000.0,615.0,2,Mumbai,2.0,27479.674796747968
Andheri,32000000.0,1200.0,3,Mumbai,2.0,26666.666666666668
Andheri,19600000.0,778.0,2,Mumbai,2.0,25192.80205655527
Andheri,19600000.0,778.0,2,Mumbai,2.0,25192.80205655527
Andheri,31000000.0,1050.0,2,Mumbai,2.0,29523.809523809523
Andheri,71000000.0,2380.0,4,Mumbai,5.0,29831.932773109245
Andheri,26500000.0,950.0,3,Mumbai,2.0,27894.736842105263
Andheri,10000000.0,419.0,1,Mumbai,1.0,23866.34844868735
Andheri,28586400.0,1050.0,3,Mumbai,2.0,27225.14285714286
Andheri,59471800.0,1700.0,4,Mumbai,5.0,34983.41176470588
Andheri,17500000.0,880.0,2,Mumbai,2.0,19886.363636363636
Andheri,15500000.0,850.0,2,Mumbai,2.0,18235.29411764706
Andheri,15500000.0,595.0,2,Mumbai,2.0,26050.420168067227
Andheri,17500000.0,690.0,2,Mumbai,2.0,25362.318840579712
Andheri,13000000.0,460.0,1,Mumbai,1.0,28260.869565217392
Andheri,61000000.0,1800.0,3,Mumbai,3.0,33888.88888888889
Andheri,41000000.0,1200.0,3,Mumbai,3.0,34166.666666666664
Andheri,26000000.0,1000.0,2,Mumbai,2.0,26000.0
Andheri,17500000.0,650.0,1,Mumbai,1.0,26923.076923076922
Andheri,53000000.0,1850.0,3,Mumbai,3.0,28648.64864864865
Andheri,12000000.0,650.0,1,Mumbai,2.0,18461.53846153846
Andheri,20000000.0,1000.0,3,Mumbai,2.0,20000.0
Andheri,14000000.0,430.0,1,Mumbai,2.0,32558.13953488372
Andheri,15113600.0,769.0,2,Mumbai,2.0,19653.57607282185
Andheri,20221300.0,950.0,2,Mumbai,2.0,21285.57894736842
Andheri,17327000.0,841.0,2,Mumbai,2.0,20602.853745541022
Andheri,24750500.0,1150.0,3,Mumbai,3.0,21522.17391304348
Andheri,26525500.0,864.0,2,Mumbai,2.0,30700.810185185186
Andheri,35218500.0,1650.0,3,Mumbai,2.0,21344.545454545456
Andheri,56007000.0,1850.0,3,Mumbai,3.0,30274.054054054053
Andheri,34000000.0,1800.0,3,Mumbai,3.0,18888.88888888889
Andheri,22415500.0,1050.0,2,Mumbai,2.0,21348.095238095237
Andheri,22003000.0,765.0,2,Mumbai,2.0,28762.091503267973
Andheri,22415500.0,1050.0,2,Mumbai,2.0,21348.095238095237
Andheri,22003000.0,765.0,2,Mumbai,2.0,28762.091503267973
Andheri,25000000.0,800.0,2,Mumbai,2.0,31250.0
Andheri,25000000.0,800.0,2,Mumbai,2.0,31250.0
Andheri,8173700.0,449.0,1,Mumbai,2.0,18204.23162583519
Andheri,19200000.0,600.0,2,Mumbai,2.0,32000.0
Andheri,18600000.0,580.0,2,Mumbai,2.0,32068.96551724138
Andheri,21200000.0,660.0,2,Mumbai,2.0,32121.21212121212
Andheri,45000000.0,1295.0,3,Mumbai,3.0,34749.03474903475
Andheri,22500000.0,920.0,3,Mumbai,3.0,24456.521739130436
Andheri,21600000.0,890.0,2,Mumbai,2.0,24269.662921348314
Andheri,28000000.0,980.0,2,Mumbai,2.0,28571.428571428572
Andheri,20000000.0,700.0,2,Mumbai,2.0,28571.428571428572
Andheri,18000000.0,1050.0,2,Mumbai,2.0,17142.85714285714
Andheri,18050300.0,722.0,2,Mumbai,3.0,25000.415512465373
Andheri,20183200.0,860.0,3,Mumbai,4.0,23468.837209302324
Andheri,17790000.0,735.0,2,Mumbai,2.0,24204.081632653062
Andheri,23500000.0,744.0,2,Mumbai,2.0,31586.021505376346
Andheri,63940000.0,2780.0,4,Mumbai,4.0,23000.0
Andheri,51980000.0,2260.0,3,Mumbai,3.0,23000.0
Andheri,47610000.0,2070.0,3,Mumbai,2.0,23000.0
Andheri,85000000.0,3100.0,4,Mumbai,5.0,27419.354838709678
Andheri,31500000.0,1100.0,2,Mumbai,2.0,28636.363636363636
Andheri,34000000.0,1400.0,3,Mumbai,3.0,24285.714285714286
Andheri,55000000.0,2100.0,4,Mumbai,4.0,26190.47619047619
Andheri,16700000.0,630.0,2,Mumbai,2.0,26507.93650793651
Andheri,26500000.0,900.0,2,Mumbai,2.0,29444.444444444445
Andheri,55000000.0,2100.0,4,Mumbai,4.0,26190.47619047619
Andheri,31500000.0,1450.0,3,Mumbai,3.0,21724.137931034482
Andheri,17500000.0,890.0,2,Mumbai,2.0,19662.921348314605
Andheri,23900000.0,883.0,3,Mumbai,3.0,27066.817667044168
Andheri,55000000.0,2100.0,4,Mumbai,4.0,26190.47619047619
Andheri,31500000.0,1100.0,2,Mumbai,2.0,28636.363636363636
Andheri,34000000.0,1400.0,3,Mumbai,3.0,24285.714285714286
Andheri,25000000.0,1100.0,2,Mumbai,2.0,22727.272727272728
Andheri,28000000.0,900.0,3,Mumbai,2.0,31111.11111111111
Andheri,35880000.0,1560.0,2,Mumbai,2.0,23000.0
Andheri,55660000.0,2420.0,3,Mumbai,3.0,23000.0
Andheri,88205000.0,3835.0,5,Mumbai,5.0,23000.0
Andheri,37375000.0,1625.0,2,Mumbai,2.0,23000.0
Andheri,52325000.0,2275.0,3,Mumbai,3.0,23000.0
Andheri,38985000.0,1695.0,3,Mumbai,3.0,23000.0
Andheri,40480000.0,1760.0,3,Mumbai,3.0,23000.0
Andheri,71415000.0,3105.0,4,Mumbai,4.0,23000.0
Andheri,48185000.0,2095.0,3,Mumbai,3.0,23000.0
Andheri,73600000.0,3200.0,4,Mumbai,4.0,23000.0
Andheri,50370000.0,2190.0,3,Mumbai,3.0,23000.0
Andheri,63365000.0,2755.0,4,Mumbai,4.0,23000.0
Andheri,57040000.0,2480.0,4,Mumbai,4.0,23000.0
Andheri,35000000.0,1850.0,3,Mumbai,3.0,18918.91891891892
Andheri,18000000.0,1000.0,2,Mumbai,2.0,18000.0
Andheri,27500000.0,1650.0,3,Mumbai,3.0,16666.666666666668
Andheri,12600000.0,505.0,1,Mumbai,1.0,24950.49504950495
Andheri,39000000.0,1850.0,3,Mumbai,3.0,21081.08108108108
Andheri,36900000.0,1655.0,4,Mumbai,4.0,22296.07250755287
Andheri,140000000.0,4300.0,4,Mumbai,4.0,32558.13953488372
Andheri,110000000.0,3300.0,3,Mumbai,4.0,33333.333333333336
Andheri,110000000.0,3300.0,4,Mumbai,4.0,33333.333333333336
Andheri,45000000.0,1550.0,3,Mumbai,3.0,29032.25806451613
Andheri,20000000.0,850.0,2,Mumbai,2.0,23529.41176470588
Andheri,34000000.0,1800.0,3,Mumbai,3.0,18888.88888888889
Andheri,15100000.0,750.0,2,Mumbai,2.0,20133.333333333332
Andheri,22500000.0,624.0,2,Mumbai,2.0,36057.692307692305
Andheri,3800000.0,230.0,1,Mumbai,1.0,16521.739130434784
Andheri,31000000.0,1200.0,2,Mumbai,2.0,25833.333333333332
Andheri,62400000.0,1700.0,3,Mumbai,3.0,36705.882352941175
Andheri,16000000.0,900.0,2,Mumbai,2.0,17777.777777777777
Andheri,23000000.0,1065.0,2,Mumbai,2.0,21596.244131455398
Andheri,22490000.0,736.0,2,Mumbai,2.0,30557.065217391304
Andheri,185464162.0,6521.0,4,Mumbai,4.0,28441.061493635945
Andheri,185464162.0,6521.0,4,Mumbai,4.0,28441.061493635945
Andheri,92400000.0,3664.0,4,Mumbai,4.0,25218.340611353713
Andheri,28900000.0,900.0,2,Mumbai,2.0,32111.11111111111
Andheri,37400000.0,1500.0,3,Mumbai,3.0,24933.333333333332
Andheri,21900000.0,700.0,2,Mumbai,2.0,31285.714285714286
Andheri,31500150.0,935.0,3,Mumbai,3.0,33690.0
Andheri,22600260.0,636.0,2,Mumbai,2.0,35535.0
Andheri,13500066.0,401.0,1,Mumbai,1.0,33666.0
Andheri,14500352.0,446.0,1,Mumbai,1.0,32512.0
Andheri,21600000.0,600.0,2,Mumbai,2.0,36000.0
Andheri,95000000.0,3000.0,4,Mumbai,4.0,31666.666666666668
Andheri,23500000.0,800.0,2,Mumbai,2.0,29375.0
Andheri,15000000.0,838.0,2,Mumbai,2.0,17899.761336515512
Andheri,19800000.0,1150.0,2,Mumbai,2.0,17217.391304347828
Andheri,9900000.0,550.0,1,Mumbai,1.0,18000.0
Andheri,28672000.0,1024.0,3,Mumbai,3.0,28000.0
Andheri,21336000.0,762.0,2,Mumbai,2.0,28000.0
Andheri,75000000.0,2100.0,4,Mumbai,4.0,35714.28571428572
Andheri,9844000.0,428.0,1,Mumbai,1.0,23000.0
Andheri,13100453.0,571.0,2,Mumbai,2.0,22943.0
Andheri,15600387.0,627.0,2,Mumbai,2.0,24881.0
Andheri,9614000.0,418.0,1,Mumbai,2.0,23000.0
Andheri,13800328.0,578.0,2,Mumbai,2.0,23876.0
Andheri,9683000.0,421.0,1,Mumbai,1.0,23000.0
Andheri,17000000.0,994.0,2,Mumbai,2.0,17102.61569416499
Andheri,25000000.0,1297.0,3,Mumbai,3.0,19275.250578257517
Andheri,25000000.0,1472.0,3,Mumbai,3.0,16983.695652173912
Andheri,25000000.0,1471.0,3,Mumbai,3.0,16995.241332426922
